,Conteo de patrocinadores,Descripción,Objetivo,Nombre del proyecto,Estatus,Ubicación (por estado),Recaudado,Creador(a),Categoría
1501,1,"Una película que nos hablara sobre ""J"" un niño con un nivel de inteligencia exageradamente alto.",2000000,La primer J,Fallido,Puebla,18,José Guadalupe Cruztitla Clara,Cine y video
1502,1,Dubstep/Deathstep Music,4800,Hardware Genocide EP - Diablo Luna,Fallido,Chihuahua,18,Diablo Rodriguez,Música
1503,1,"Somos una editorial ¡Nueva!, queremos crear la ""Imprenta Editorial"" para publicar los libros de nuevos autores y darlos a conocer.",650000,Editorial JARL,Fallido,Hidalgo,18,Antonio Romero,Editorial
1504,1,Una producción de 2 temas junto con Mauricio Garcia de Costera & un vídeo con Marcelo Quiñones.,50000,"Alex Vecen ""Transformación Stereo""",Fallido,Baja California,18,Alex Vecen,Música
1505,1,"In memory of a good dad, on paper from reality to the eternity/En memoria de un buen papá, en papel de la realidad a la posteridad",40000,Biography book of my father/ Libro biográfico de mi padre,Fallido,Sonora,18,Noel Leyva,Editorial
1506,1,"El proyecto tiene el objetivo de adquirir nuevo equipo para el podcast, para brindar un contenido de calidad para todos los oyentes.",15000,PODCAST Y ESTUDIO EL ARTE DE APRENDER,Fallido,Michoacan de Ocampo,18,Oscar Chávez,Editorial
1507,1,Un documental con fantasía y ciencia ficción. Basado en una historia personal donde hubo un cambio en nuestras vidas; Descubrimos más.,6000,Un film independiente: Bad at life. (Pelicula indie) (Canceled),Cancelado,Baja California,18,Film Indie: Bad at life by Natsu&Andres,Cine y video
1508,1,"Una Historia sobre cierre de ciclos, amistad y arte.
A story about closing cycles, friendship and art.",15000,Cortometraje:Teoría del Caos/Short film:Chaos Theory.,Fallido,Veracruz-Llave,18,Anahí Gómez,Cine y video
1509,1,"My name is Juan and I need to raise funds to buy an iPadpro and create Digital illustrations and animations, I would appreciate ur help",27000,Support for Animations 2D and Anime Illustrations n Ipad Pro,Fallido,Distrito Federal,18,Zaphkiel Luna,Cine y video
1510,1,"Bolsos y monederos hechos a mano por artesanas Mexicanas, excelente calidalidad y diseño GUERRERO apoya a familias de escasos recursos",40000,"Bolsos y Monederos artesanales ""GUERRERO CENTENO""",Fallido,Mexico,18,Omar Sanchez,Artesanía
1511,1,Recording studio for independent artists offering recordings even at a very economical price.,115800,Recording Studio,Fallido,Mexico,18,Luís Enrique Cabrera García,Música
1512,1,"1° Cortometraje Universitario de Terror basado en hechos reales, con sucesos confirmados por exorcitas y autorizados por la Iglesia",30000,No Abras La Puerta,Fallido,Distrito Federal,18,Tanya Zenil,Cine y video
1513,1,"Frame that can be joined or separated to form 3d structures
Marco que se puede unir,dividir o resiclar para formar estructuras diversas",250000,"Frame-c ,a frame,shelves,estructure,etc.",En curso,Baja California,18,Cesar ivan garcia mendoza,Diseño
1514,1,"Ayúdanos a crear nuestro primer tomo digital de cómic, que incluirá 5 capítulos de misterio, acción y aventuras, especialmente para ti.",15000,Comic Cristal,Fallido,Baja California,18,Manor Cristal,Cómic
1515,1,"Una network, con canal en Youtube y otras redes sociales, enfocada en dar a conocer la belleza y buenas obras del mundo y la gente",30000,NewShot!,Fallido,Baja California,18,Luis David Hernández Rodríguez,Cine y video
1516,1,"Un proyecto llamado SNTY de música electrónica acústica pop, estamos pro grabar el primer disco de 10 canciones hermosas",66200,SNTY nuestro primer viaje estelar,Fallido,Distrito Federal,18,Leonardo Santy,Música
1517,1,"Propósito de formentar la lectura, llevar la educación a muchos lugares, ayudar a los oyentes a tener facil acceso a informacion",10000,Podcast Educativos,En curso,Veracruz-Llave,18,Maximiliano Nuñez,Editorial
1518,1,Soy un artista originario de la CDMX que quiere ser parte del playlist de tu vida con canciones hechas a punta de ilusiones.,85000,Haz paro y hagamos realidad el nuevo EP!,Fallido,Distrito Federal,18,bReTT,Música
1519,1,A unique calendar from a horse and cow ranch. Beautiful photos will bring you closer to life on the ranch.,198500,A unique Horses calendar,En curso,Veracruz-Llave,18,Pavel Holcman,Fotografía
1520,1,Queremos realizar figuras de distintos personajes We want to make figures of different characters and different genres.,6000,Character Recreation. Recreación de Personajes.,Fallido,Distrito Federal,18,Rafaello Oropesa,Arte
1521,1,A collection of custom Undertale/Deltarune-style avatars based on you!,20000,Deltarune Art Collection: Heroes of Prophecy,Fallido,Tamaulipas,18,Cryomancerlex (Jose Rosales),Arte
1522,1,"Tú, él, ella y yo... poesía y cuentos eróticos.\r
Lecturas para dormir relajado... o inquieto, según se sueñe.\r
Marthel Scarella.",55000,"Tú, él, ella y yo... poesía y cuentos eróticos.",Fallido,Puebla,18,Marthel Scarella,Editorial
1523,1,"Libro testimonial de mi experiencia con la Esclerosis Múltiple.
A book of my living experience with Multiple Sclerosis.",150000,Have you been diagnosed with Multiple Sclerosis? (Canceled),Cancelado,Distrito Federal,18,Jesus Fernandez,Editorial
1524,1,SERIE DE VIAJES Y ACTIVIDADES/DEPORTES EXTREMOS POR  MÉXICO.,6613800,XTREMO A EXTREMO,Fallido,Baja California,18,ANDRES CUERVO,Cine y video
1525,1,Fotografía ritual; antagonismo de la identidad del Acapulco contemporáneo.,15000,Imago (Canceled),Cancelado,Guerrero,18,Luis Jair Bracho Ayala,Arte
1526,1,El Quinteto de Cuerdas de Tlatelolco es un proyecto musical que pretende llevar a todo el mundo la música popular mexicana.,25000,Financiamiento Quinteto de Cuerdas de Tlatelolco,Fallido,Distrito Federal,18,Quinteto de Cuerdas de Tlatelolco,Arte
1527,1,Obra que nos remonta a la época de la cacería de brujas en una noche donde un Juez confronta a una bruja que está por ser incinerada,3500,Dona a Entrevista Final by Nacho Dominis Mariana Junco,Fallido,Distrito Federal,18,Ignacio Dominis,Arte
1528,1,Mi iniciativa es un seguimiento de entrevistas y fotografías para reconocer los rostros e historias que nuestro país deja olvidados.,12500,Rostros Mexicanos en tiempos de COVID-19,En curso,Distrito Federal,18,Rodrigo,Fotografía
1529,1,Tengo 110 canciones y un canal de youtube llamando James s.u. mi meta es ser un youtuber de cambio,200000,"Youtuber del cambio, musica, valores recuperados",Fallido,Yucatan,18,James Morales Castillo,Música
1530,1,"Classic Reformed Systematic Theologies armonized in one volume: John Calvin, Louis Berkhof, Charles Hodge & AA Hodge",20000,"Systematic Theology Harmonized (Calvin, Hodge (x2), Berkhof) (Canceled)",Cancelado,Nuevo Leon,18,Eduardo Barrientos,Editorial
1531,1,"Se busca el inicio de una empresa creadora de contenido en Mérida con talento local, partiremos con animaciones cortas basada en libros",50000,Art. & Mex.,Fallido,Yucatan,18,"Valencia Medina, Carlos Levi",Cine y video
1532,1,Álbum musical con cantos cuyo propósito sea la Gloria de Dios y la edificación del Creyente,7000,CD Majestad,Fallido,San Luis Potosi,18,Eduardo Miguel Patiño,Música
1533,1,Un libro propio que pueda ver la luz y a su vez financiar siguientes proyectos tanto propios como de escritores en crecimiento.,12000,"Poemario ""Versos""",Fallido,Distrito Federal,18,Jorge Ronin Moreno,Editorial
1534,1,"Andrea ama caminar por los pasillos del cementerio, hasta que se encuentra a un hombre que visita a su mujer sepultada...",12000,El Último Aliento De Las Flores Cortometraje,Fallido,Guanajuato,18,Rodrigo Hernandez,Cine y video
1535,1,Hñähñu’s World is an Animated Series developed for mass media digital distribution.,5750000,El Mundo de Hñähñu,Fallido,Queretaro de Arteaga,18,Ulysses Pérez,Cine y video
1536,1,"Grabación de un Ep y Disco de una banda de metal mexicano llamada Killing The Fear,",15000,Creación de Ep de banda de metal,Fallido,Puebla,18,Marco,Música
1537,1,"Un Disco Fisico en formato Digipack, de mi primera producciòn discografica independiente de Heavy Metal ""Deportes Extremos""",2820,Deportes Extremos Opera Rock,Fallido,Tamaulipas,18,Santiago Ruiz,Música
1538,1,REWARD - The Bootjack Rack: Take off your cowboy boots without any effort ...,150000,REWARD - The Bootjack Rack (Canceled),Cancelado,Chihuahua,18,Rafael Garay Rodriguez,Artesanía
1539,1,"Proyectos para todos; teatro infantil con valores, teatro cabaret que integre a la comunidad....",25000,Producciones Escénicas Quijotes Teatro,Fallido,Baja California,18,Carlos Torres Trejo,Teatro
1540,1,Piñatas Artesanales hechas con papel periódico,8500,Arte con Periódico,Fallido,Sonora,18,Guillermo Arellano Preciado,Artesanía
1541,1,"Imagínate sentirte solo, y al abrir este libro te identifiques, ríes, sientes que es tu vida, y comienzas a ser FELIZ :)",30000,LA VIDA POSIBLE DE UNA PERSONA IMPOSIBLE,Fallido,Distrito Federal,18,Bolivar Rueda,Editorial
1542,1,"Un proyecto teatral con jóvenes talentos de jalisco, la obra compuesta de 3 exitosos micromusicales explora una propuesta innovadora",16000,Ni castas ni puras,Fallido,Baja California,18,Francisco,Teatro
1543,1,"constant payne
is based on a series with an interesting plot can be based on an anime",35000,constant payne,Fallido,Coahuila de Zaragoza,18,juan pablo ramos feregrino,Cine y video
1544,1,La vida sin tí.,15000,Primera parte de la trílogía sobre la leyenda del hilo rojo.,Fallido,Mexico,18,Adrianne Holt,Editorial
1545,1,"Una mirada a las cosas que hay en  nuestro mundo y hemos estado olvidando, un análisis a un sin fin de emociones y sentimientos,",10000,Otra forma de ver el mundo.,Fallido,Distrito Federal,18,Rosas Reyes Miguel Ángel,Fotografía
1546,1,"A movie based in Resident Evil games (RE2, 3 and Outbreak).",500000,La historia de Resident Evil en una película.,En curso,Baja California,18,Tzuka Izanagari,Cine y video
1547,1,Disco completo con canciones originales sobre la vida cotidiana de todas las personas.,18000,Sendero,Fallido,Distrito Federal,18,Antonio Casimiro,Música
1548,1,Un documental sobre la historia de México,20000,historia de México y sus culturas,Fallido,Baja California,18,Emmanuel Ayala,Arte
1549,1,Cortometraje sobre un lugar de expresiones que carecen de naturalidad. Explorando la impotencia e inconsciencia de la realidad.,30,CERO FILM (Canceled),Cancelado,Distrito Federal,18,Francisco Torres,Cine y video
1550,1,A film by Peralta Naranjos,190000,"FRUTO""",En curso,Veracruz-Llave,18,PERANJOX Films,Cine y video
1551,1,A debut film by Peralta Naranjos,205056,"""FRUTO"" (Canceled)",Cancelado,Veracruz-Llave,18,PERANJOX Films,Cine y video
1552,1,"""El Día Que Me Quieras"" un musical de corta duración que cuenta con tangos y boleros que narran una historia nostálgica y de amor",5000,Teatro: El Día Que Me Quieras (Musical),Fallido,Distrito Federal,18,Ignacio Dominis,Teatro
1553,1,I wish to teach young Spanish-speaking children the basics of the English language through a educational cartoon series.,20000,Children's Educational Cartoon Series,Fallido,Oaxaca,18,Patrick,Teatro
1554,1,mi proyecto es hacer un festival con clase y  principios básicos que  han perdido con el paso de los años y apoyar el talento nacional,1000000,ALL FRIENDS FESTIVAL,Fallido,Baja California,18,Diego Miguel Angel pastor paredes,Música
1555,1,El arte a través de las luces.,3800,Héroe errante,En curso,Puebla,18,Gael Morales,Arte
1556,1,"ROWDA:
¨¨¨¨¨¨¨¨The first-ever 'dreamcraft' compilation.¨¨¨¨¨¨¨¨¨¨",97000,Realm of Wonder: Dreamcraft Anthology,Fallido,Sinaloa,18,Enrick Loughlin Mendoza,Editorial
1557,1,"different beings, parallel worlds",80000,Book: Love & Death,Fallido,Tabasco,18,Misael Zapata Cabrera,Editorial
1558,1,"Mi primer EP, explotemos el talento mexicano en todas partes!",50000,Edoardo Leds EP,Fallido,Distrito Federal,18,Eduardo Vargas,Música
1559,1,"Nosotros aún podemos hacer mucho con nuestra vida, no hay que dejar que el tiempo nos consuma.",500,Mañana empieza hoy,Fallido,Distrito Federal,18,Rosas Reyes Miguel Ángel,Editorial
1560,1,Revista literaria.,37100,Revista HEM,Fallido,Coahuila de Zaragoza,18,Carlos Asaed Reyes Vazquez,Editorial
1561,1,"Take you anywhere in the world with a minimum budget with strategies that travel agents use, all in one E-book.",75000,Modo Avión - Traveling has never been easier,Fallido,Baja California,18,Gerardo Perez,Editorial
1562,1,Proyecto de difusión de la música blues y jazz en escuelas,95000,Música para todos,Fallido,Coahuila de Zaragoza,18,Angel Castro Tovar,Música
1563,1,"Crear un álbum de fotos mías y de una hermosa chica llamada Maribel
Que por culpa de la distancia no podemos vernos",10000,Álbum Juntos,Fallido,Quintana Roo,18,Yurem,Fotografía
1564,1,Un entretenido 'shooter' al estilo Terminator 2: Judgment Day de las máquinas de 'arcade'.,65000,Videojuego FPS para Android,Fallido,Mexico,18,Edgardo Ortiz,Juegos
1565,1,"Mi municipio es pequeño, no hay apoyo de ningún tipo a los proyectos musicales, busco concluir un estudio de grabación pa' mi comunidad",130000,Elwood's Music (Canceled),Cancelado,Yucatan,18,Jesus Alejandro Zurita Cen,Música
1566,1,"Hola! Mi nombre es FragOZZO y quiero empezar mi carrera artística, canto trap y quiero hacer mi album, gracias por apoyarme",10000,My trap album (FragOZZO),Fallido,Veracruz-Llave,18,Carlos Cristobal Fragoso Baez,Música
1567,1,"un blog sobre cultura general, en el que las personas puedan opinar y participar de manera inmersiva y activa. el nuevo 4chan,",100000,we are special (Canceled),Cancelado,San Luis Potosi,18,angel ulises,Editorial
1568,1,diseñar camisetas motivacionales o con pensamientos de concientización para regalarlas a personas en situacion de calle o con nececidad,30000,diseños para concientización (Canceled),Cancelado,Baja California,18,elias granados,Diseño
1569,1,Novela juvenil con temática LGBT+,23400,La Sinfonía de lo Divino,Fallido,Sonora,18,Maria José,Editorial
1570,1,"Un libro de literatura moderna, la historia de un universitario, basada en mi vivencia personal, y dirigida hacia mayores de 18",150000,VAMOS A BEBER!,Fallido,Veracruz-Llave,18,eric de jesus serrano miranda,Editorial
1571,1,Esto es un poema inspirado en las emociones que evoca la música.,265,La Advertencia,Fallido,Baja California,18,Uriel Antonio,Editorial
1572,1,Diseño de piezas de ajedrez en Rompecabezas que se pueden descargar de Internet para impresión 3D.,25000,Ajedrez en Bloques,En curso,Baja California,18,Gamaliel Diaz,Juegos
1573,1,"""Scute: Gana dinero con tu arte"" Tiene previsto ser una aplicación que permita a los artistas generar ingresos fácilmente.",7000,Scute: Gana dinero con tu Arte,Fallido,Mexico,18,Antonio C Guzmán,Arte
1574,1,Libro de programación especialidad en ItextSharp,45000,Itexsharp para aplicaciones y web con visual Basic .net,Fallido,Sonora,18,Jesus Gpe Tobias Trasviña Medina,Editorial
1575,1,Democratizar una metodología que servirá como herramientas para que las pymes logren sus resultados u sean sostenibles.,350000,"Execution of the Strategy, STRATEXCAP",Fallido,Baja California,18,Javier Mateos Escamilla,Editorial
1576,1,Requerimiento de fondeo para publicación de libro,200000,Porque no funciona la economia,Fallido,Baja California,18,hector rene delgado holling,Editorial
1577,1,"Libro de fantasía, acción, amistad, terror y drama, ¿Has pensado como sería estar en un mundo de fantasía?",1200,Leyendas De Crod,En curso,Colima,18,Chema Rod,Editorial
1578,1,"I’m writing a book about my Kiddnaping. With this book, I intend to help thousands of people to find a new life, a new direction.",53000,A Song in My Soul.,Fallido,Baja California,18,Heziquio Luviano,Editorial
